Date,Message
2025-11-12T08:00:00.000-00:00,"1,0.29,100,2.09,0.02,1655.35,1,2,0,1,1"
2025-11-12T08:15:00.000-00:00,"1,0.04,100,2.47,0.48,1543.76,1,2,1,3,1"
2025-11-12T08:15:00.000-00:00,"1,0.06,100,0.17,2.33,1515.94,1,2,1,4,1"
2025-11-13T06:00:00.000-00:00,"1,0.06,100,0.49,2.42,444.92,1,1,1,4,0"
2025-11-13T07:45:00.000-00:00,"1,0.01,100,1.58,0.8,546.45,1,1,0,1,9"
2025-11-13T10:30:00.000-00:00,"0,0.22,100,1.2,0.13,-684.31,0,2,0,1,3"
2025-11-13T13:30:00.000-00:00,"0,3.06,100,14.82,0.06,565.13,1,3,1,41,50"
2025-11-13T23:00:00.000-00:00,"0,0.07,100,0.68,0.24,-4090.39,0,1,0,1,3"
2025-11-14T07:00:00.000-00:00,"0,0.23,100,0.99,0.21,-3193.06,0,1,1,1,1"
2025-11-14T07:00:00.000-00:00,"1,0.32,100,1.46,0.07,-3130.85,0,1,0,1,4"
2025-11-14T14:45:00.000-00:00,"0,0.09,100,0.66,1.19,-4524.57,0,2,0,13,0"
2025-11-14T14:45:00.000-00:00,"0,1.13,100,3.54,0.13,-4079.59,0,2,0,14,0"
2025-11-17T00:30:00.000-00:00,"0,0.25,100,1.66,0.4,-487.38,0,3,0,8,4"
2025-11-17T07:15:00.000-00:00,"1,0.68,100,1.07,0.05,-1711.33,0,3,1,25,33"
2025-11-17T10:00:00.000-00:00,"1,0.57,100,1.95,0.15,762.88,1,2,0,8,2"
2025-11-17T18:45:00.000-00:00,"0,0.76,100,1.51,0.07,-1571.12,0,3,1,3,0"
2025-11-17T20:45:00.000-00:00,"0,0.02,100,0.33,2.07,-2993.15,0,3,1,6,0"
2025-11-18T04:45:00.000-00:00,"0,0.31,100,2.82,0.65,-3751.52,0,1,0,1,0"
2025-11-18T08:30:00.000-00:00,"0,0.69,100,1.57,0.05,-2474.67,0,1,1,22,0"
2025-11-18T20:30:00.000-00:00,"1,0.06,100,0.44,0.94,-1878.63,0,3,0,1,9"
2025-11-18T23:15:00.000-00:00,"0,0.17,100,0.45,1.9,-3214.96,0,1,0,7,1"
2025-11-19T00:00:00.000-00:00,"1,0.69,100,7.8,0.64,-3010.08,0,1,0,3,0"
2025-11-19T07:00:00.000-00:00,"0,0.4,100,0.82,1.24,-2152.9,0,1,1,14,0"
2025-11-19T13:00:00.000-00:00,"1,0.32,100,1.6,0.14,-1107.11,0,2,1,12,0"
2025-11-19T15:45:00.000-00:00,"1,0.5,100,0.63,0.21,1581.6,1,3,0,1,1"
2025-11-19T16:00:00.000-00:00,"1,2.06,100,3.59,0.04,645.73,1,3,0,3,1"
2025-11-19T21:15:00.000-00:00,"1,0.42,100,1.6,0.53,-154.96,0,3,1,1,2"
2025-11-19T21:15:00.000-00:00,"1,0.07,100,1.15,0.08,-384.56,0,3,1,2,2"
2025-11-19T21:30:00.000-00:00,"0,1.42,100,1.88,0.15,806.65,1,3,0,21,1"
2025-11-20T00:30:00.000-00:00,"1,0.44,100,2.5,0,1730.46,1,1,1,4,7"
2025-11-20T04:15:00.000-00:00,"1,0.04,100,0.82,0.99,3507.83,1,1,0,1,3"
2025-11-20T11:15:00.000-00:00,"1,0.12,100,1.07,0,1861.12,1,2,0,1,1"
2025-11-20T13:30:00.000-00:00,"1,0.51,100,1.43,0.05,2188.83,1,4,1,1,1"
2025-11-20T19:45:00.000-00:00,"0,0.29,100,0.55,0.63,-5779.08,0,3,0,1,2"
2025-11-20T21:15:00.000-00:00,"0,0.19,100,0.45,0.85,-4318.23,0,3,1,3,13"
2025-11-21T00:15:00.000-00:00,"0,0.07,100,0.42,1.24,-7069.78,0,1,0,10,3"
2025-11-21T05:00:00.000-00:00,"0,0.3,100,1.76,1.03,-5013.06,0,1,0,1,1"
2025-11-21T10:30:00.000-00:00,"0,0.39,100,0.61,0.2,-5100.78,0,2,1,2,0"
2025-11-21T10:45:00.000-00:00,"0,0.94,100,1.61,0.51,-5515.83,0,2,0,1,1"
2025-11-21T11:00:00.000-00:00,"0,0.31,100,2.16,0,-4667.44,0,2,0,5,0"
2025-11-21T12:00:00.000-00:00,"1,0.12,100,0.88,0.06,-4658.19,0,2,0,2,2"
2025-11-21T18:45:00.000-00:00,"1,0.69,100,3.45,0,-1817.69,0,3,1,4,3"
2025-11-21T20:45:00.000-00:00,"1,0.72,100,1.35,0.85,-219.37,0,3,0,3,4"
2025-11-24T03:30:00.000-00:00,"1,0.17,100,0.67,0.09,584.65,1,1,0,1,1"
2025-11-24T13:00:00.000-00:00,"0,1.29,100,8.06,0.03,219.67,1,2,0,11,3"
2025-11-24T20:45:00.000-00:00,"1,0.41,100,2.36,0.41,3949.95,1,3,1,8,4"
2025-11-25T20:30:00.000-00:00,"1,0.5,100,1.03,0.6,2240.31,1,3,1,7,5"
2025-11-26T00:15:00.000-00:00,"1,0.31,100,1.23,0.24,2810.27,1,3,1,3,11"
2025-11-26T14:45:00.000-00:00,"1,0.19,100,1.24,0.42,2066.9,1,4,1,7,0"
2025-11-26T18:15:00.000-00:00,"1,0.06,100,1.1,0.49,3104.83,1,3,1,6,1"
2025-11-27T23:00:00.000-00:00,"1,0.08,100,0.65,12,969.84,1,3,1,3,0"
2025-11-28T10:30:00.000-00:00,"1,0.41,100,1.99,0.1,1226.48,1,1,1,1,10"
2025-11-28T20:15:00.000-00:00,"1,0.02,100,0.48,4.92,1912.44,1,3,1,1,0"
2025-12-01T02:15:00.000-00:00,"0,0.16,100,0.63,0.54,350.5,1,1,1,2,3"
2025-12-01T05:45:00.000-00:00,"0,0.07,100,1.38,1.23,-673.02,0,1,0,2,0"
2025-12-02T02:30:00.000-00:00,"0,0.19,100,1.61,0.58,790.91,1,1,1,1,0"
2025-12-02T02:45:00.000-00:00,"0,0.06,100,0.17,0.95,847.59,1,1,0,2,1"
2025-12-02T06:00:00.000-00:00,"0,0.98,100,3.08,0.19,606.8,1,1,1,1,9"
2025-12-02T06:00:00.000-00:00,"0,0.36,100,2.77,0.11,1118.38,1,3,1,14,28"
2025-12-02T08:00:00.000-00:00,"1,0.28,100,0.56,2.42,259.69,1,2,0,2,2"
2025-12-02T10:00:00.000-00:00,"1,0.04,100,0.96,0.67,838.04,1,2,1,1,2"
2025-12-02T12:00:00.000-00:00,"1,0.1,100,1.4,0.74,1246.61,1,2,1,4,0"
2025-12-02T17:45:00.000-00:00,"1,0.51,100,1,0.17,1765.36,1,3,0,1,0"
2025-12-03T00:15:00.000-00:00,"1,0.03,100,0.23,1.06,1794.52,1,1,1,6,0"
2025-12-05T03:00:00.000-00:00,"1,0.09,100,3.05,0.02,896.65,1,1,0,1,1"
2025-12-05T14:30:00.000-00:00,"0,2.11,100,12.17,0.14,100.79,1,4,0,1,2"
2025-12-05T16:45:00.000-00:00,"1,0.66,100,1.09,0.13,212.58,1,3,1,8,1"
2025-12-07T23:00:00.000-00:00,"1,0.64,100,0.88,2.48,525.91,1,3,1,6,23"
2025-12-09T05:00:00.000-00:00,"1,0.03,100,0.13,1.07,16.87,1,1,0,1,24"
2025-12-10T09:30:00.000-00:00,"1,0.18,100,3.63,0.17,346.35,1,2,0,3,4"
2025-12-10T14:15:00.000-00:00,"1,0.32,100,2.75,0.24,-121.9,0,4,0,1,2"
2025-12-10T23:00:00.000-00:00,"0,0.01,100,0.4,0.28,900.18,1,1,1,1,0"
2025-12-11T00:30:00.000-00:00,"0,0.09,100,1.69,0.75,486.92,1,1,1,1,3"
2025-12-11T09:00:00.000-00:00,"0,0.98,100,4.51,0.42,-1791.34,0,1,0,3,20"
2025-12-11T09:30:00.000-00:00,"0,0.21,100,1.42,0.88,-1270.39,0,1,0,24,2"
2025-12-11T10:00:00.000-00:00,"0,0.54,100,1.84,0.66,-920.34,0,1,0,26,3"
2025-12-11T12:00:00.000-00:00,"0,0.33,100,1.99,0.25,-696.88,0,1,0,29,9"
2025-12-11T12:15:00.000-00:00,"0,0.27,100,2.44,0.46,-414.6,0,1,0,39,1"
